user_id,flag_NPL,Probability_to_Default,,
128,0,9.13%,,
129,0,2.63%,,
130,0,2.73%,,
131,0,1.31%,,
132,0,0.14%,,
133,0,5.40%,,
134,0,3.57%,,
135,0,3.46%,,
136,0,1.69%,,
137,0,5.94%,,
138,0,2.68%,,
139,0,4.84%,,
140,0,5.00%,,
141,0,3.26%,,
142,0,0.78%,,
143,0,7.32%,,
144,0,1.50%,,
145,0,2.69%,,
146,0,1.58%,,
147,0,1.80%,,
148,0,5.40%,,
149,0,6.19%,,
150,0,1.36%,,
151,0,2.99%,,
152,0,1.15%,,
153,0,6.54%,,
154,0,9.36%,,
155,0,2.29%,,
156,0,2.62%,,
157,0,12.05%,,
158,1,3.70%,,
159,0,12.60%,,
160,0,4.16%,,
161,0,9.24%,,
162,0,3.81%,,
163,0,3.70%,,
164,0,3.62%,,
165,0,4.97%,,
166,0,1.53%,,
167,0,2.15%,,
168,0,9.08%,,
169,0,2.47%,,
170,0,2.50%,,
171,0,2.48%,,
172,0,3.17%,,
173,0,8.51%,,
174,0,15.44%,,
175,0,1.45%,,
176,0,7.24%,,
177,0,4.42%,,
178,0,8.21%,,
179,0,9.24%,,
180,0,5.65%,,
181,0,3.25%,,
182,0,6.46%,,
183,0,2.05%,,
184,0,3.77%,,
185,0,8.51%,,
186,0,5.99%,,
187,0,1.60%,,
188,0,9.04%,,
189,0,4.07%,,
190,0,1.17%,,
191,0,0.07%,,
192,0,2.69%,,
193,0,10.87%,,
194,0,1.46%,,
195,0,4.10%,,
196,0,5.94%,,
197,0,0.83%,,
198,0,2.39%,,
199,0,2.03%,,
200,0,1.97%,,
201,0,3.45%,,
202,0,1.78%,,
203,0,3.70%,,
204,0,1.19%,,
205,0,4.81%,,
206,0,5.94%,,
207,0,2.20%,,
208,0,5.00%,,
209,0,7.24%,,
210,0,0.40%,,
211,0,5.85%,,
212,0,4.10%,,
213,0,4.42%,,
214,0,8.47%,,
215,0,1.60%,,
216,0,4.01%,,
217,0,4.69%,,
218,0,2.89%,,
219,1,7.79%,,
220,0,2.41%,,
221,0,4.16%,,
222,0,4.46%,,
223,0,4.10%,,
224,0,4.56%,,
225,0,2.47%,,
226,0,1.62%,,
227,1,3.53%,,
228,0,4.91%,,
229,0,1.11%,,
230,0,5.00%,,
231,0,3.28%,,
232,0,5.99%,,
233,0,4.10%,,
234,0,0.67%,,
235,0,5.05%,,
236,0,5.05%,,
237,0,2.48%,,
238,0,3.62%,,
239,0,7.24%,,
240,0,3.00%,,
241,0,3.70%,,
242,1,7.81%,,
243,0,2.25%,,
244,0,0.58%,,
245,0,4.27%,,
246,0,1.15%,,
247,0,2.47%,,
248,0,0.87%,,
249,0,7.24%,,
250,0,10.03%,,
251,0,4.09%,,
252,0,3.39%,,
253,0,3.49%,,
254,0,4.15%,,
255,0,12.30%,,
256,0,12.75%,,
257,0,5.99%,,
258,0,7.51%,,
259,0,5.99%,,
260,0,1.11%,,
261,0,5.75%,,
262,0,5.07%,,
263,0,0.87%,,
264,0,5.40%,,
265,0,5.00%,,
266,0,5.94%,,
267,0,5.02%,,
268,0,2.97%,,
269,0,3.88%,,
270,0,6.91%,,
271,0,2.63%,,
272,0,3.06%,,
273,0,2.33%,,
274,0,14.86%,,
275,0,7.79%,,
276,0,4.69%,,
277,0,5.11%,,
278,0,5.40%,,
279,0,2.74%,,
280,0,6.57%,,
281,0,1.37%,,
282,0,13.75%,,
283,0,2.50%,,
284,0,1.68%,,
285,0,4.01%,,
286,0,0.47%,,
287,0,5.49%,,
288,0,6.64%,,
289,0,8.21%,,
290,0,3.70%,,
291,0,4.46%,,
292,0,14.81%,,
293,0,5.00%,,
294,0,2.83%,,
295,0,0.24%,,
296,0,6.98%,,
297,0,4.27%,,
298,0,5.00%,,
299,0,7.74%,,
300,0,1.62%,,
301,0,3.73%,,
302,0,2.28%,,
303,0,4.36%,,
304,0,3.16%,,
305,0,7.24%,,
306,0,4.15%,,
307,0,5.93%,,
308,0,4.86%,,
309,0,3.06%,,
310,1,10.51%,,
311,0,1.28%,,
312,1,12.60%,,
313,0,11.66%,,
314,0,9.13%,,
315,0,2.86%,,
316,0,4.43%,,
317,0,2.88%,,
318,0,6.82%,,
319,1,1.36%,,
320,0,8.51%,,
321,0,1.15%,,
322,0,3.53%,,
323,0,12.80%,,
324,0,6.45%,,
325,0,2.05%,,
326,0,1.18%,,
327,0,6.48%,,
328,0,2.88%,,
329,0,4.09%,,
330,0,3.73%,,
331,0,4.09%,,
332,0,1.95%,,
333,0,10.06%,,
334,0,14.23%,,
335,0,1.95%,,
336,0,5.22%,,
337,0,6.75%,,
338,0,12.80%,,
339,0,6.50%,,
340,0,5.05%,,
341,0,0.07%,,
342,0,0.58%,,
343,0,0.47%,,
344,0,5.00%,,
345,0,4.10%,,
346,0,2.25%,,
347,1,2.99%,,
348,0,4.32%,,
349,0,1.68%,,
350,0,1.36%,,
351,0,5.50%,,
352,1,6.40%,,
353,0,5.90%,,
354,0,2.71%,,
355,0,3.70%,,
356,0,6.40%,,
357,0,6.98%,,
358,0,3.81%,,
359,0,14.62%,,
360,0,4.66%,,
361,0,0.99%,,
362,0,1.95%,,
363,0,4.83%,,
364,0,5.99%,,
365,0,10.91%,,
366,0,3.46%,,
367,0,2.22%,,
368,0,1.15%,,
369,0,6.36%,,
370,0,3.88%,,
371,0,7.61%,,
372,0,6.48%,,
373,0,3.22%,,
374,0,6.82%,,
375,0,3.49%,,
376,0,4.43%,,
377,0,1.97%,,
378,0,9.36%,,
379,0,4.81%,,
380,0,1.37%,,
381,0,2.29%,,
382,0,5.40%,,
383,0,3.42%,,
384,0,4.43%,,
385,0,12.05%,,
386,0,1.85%,,
387,0,2.53%,,
388,0,5.05%,,
389,0,5.05%,,
390,0,0.07%,,
391,0,3.70%,,
392,0,2.63%,,
393,0,2.48%,,
394,0,3.81%,,
395,0,5.45%,,
396,0,1.68%,,
397,0,3.62%,,
398,0,1.11%,,
399,0,5.05%,,
400,0,5.00%,,
401,0,15.97%,,
402,0,7.81%,,
403,0,5.49%,,
404,0,1.45%,,
405,0,5.99%,,
406,0,1.37%,,
407,0,11.00%,,
408,0,3.03%,,
409,0,7.81%,,
410,0,4.04%,,
411,1,3.80%,,
412,0,1.50%,,
413,0,3.81%,,
414,1,3.41%,,
415,0,3.38%,,
416,0,12.75%,,
417,0,2.15%,,
418,0,7.05%,,
419,0,4.05%,,
420,0,7.81%,,
421,0,1.36%,,
422,0,2.25%,,
423,0,6.18%,,
424,0,7.31%,,
425,0,6.31%,,
426,0,1.11%,,
427,0,4.42%,,
428,0,4.84%,,
429,0,0.67%,,
430,0,8.37%,,
431,0,9.13%,,
432,0,4.42%,,
433,0,2.07%,,
434,0,2.47%,,
435,0,2.25%,,
436,0,6.45%,,
437,1,1.79%,,
438,0,3.48%,,
439,0,2.25%,,
440,0,0.99%,,
441,1,8.51%,,
442,1,13.05%,,
443,0,5.99%,,
444,0,4.09%,,
445,0,1.58%,,
446,0,5.02%,,
447,0,5.42%,,
448,0,6.75%,,
449,0,1.09%,,
450,0,4.56%,,
451,0,4.57%,,
452,0,1.37%,,
453,0,2.17%,,
454,0,2.03%,,
455,0,9.36%,,
456,0,0.79%,,
457,0,5.05%,,
458,0,0.14%,,
459,1,4.10%,,
460,0,1.24%,,
461,0,6.50%,,
462,0,4.81%,,
463,0,4.57%,,
464,0,5.99%,,
465,0,9.36%,,
466,0,5.99%,,
467,0,5.48%,,
468,0,0.77%,,
469,0,2.83%,,
470,0,5.40%,,
471,1,0.92%,,
472,0,1.88%,,
473,0,3.03%,,
474,0,8.62%,,
475,0,3.75%,,
476,0,2.99%,,
477,0,9.89%,,
478,0,3.28%,,
479,0,0.83%,,
480,0,6.98%,,
481,0,0.64%,,
482,0,6.39%,,
483,0,1.28%,,
484,0,7.14%,,
485,0,9.16%,,
486,0,9.82%,,
487,0,2.53%,,
488,0,3.41%,,
489,1,3.42%,,
490,0,8.51%,,
491,0,4.24%,,
492,0,5.42%,,
493,0,1.09%,,
494,0,1.78%,,
495,0,0.14%,,
496,0,9.81%,,
497,0,5.99%,,
498,1,6.40%,,
499,0,8.21%,,
500,0,8.02%,,
501,1,2.25%,,
502,0,2.05%,,
503,0,2.29%,,
504,0,8.51%,,
505,0,2.97%,,
506,0,1.77%,,
507,0,4.43%,,
508,0,11.28%,,
509,0,5.05%,,
510,0,1.04%,,
511,0,2.24%,,
512,0,19.84%,,
513,0,5.40%,,
514,0,4.79%,,
515,0,11.66%,,
516,0,1.60%,,
517,0,3.70%,,
518,0,4.43%,,
519,0,3.41%,,
520,0,1.50%,,
521,0,2.73%,,
522,0,2.99%,,
523,0,6.98%,,
524,0,2.07%,,
525,0,5.99%,,
526,0,6.39%,,
527,0,10.03%,,
528,0,5.95%,,
529,0,6.82%,,
530,0,7.10%,,
531,0,5.05%,,
532,0,0.24%,,
533,0,6.96%,,
534,0,5.85%,,
535,0,9.84%,,
536,0,5.85%,,
537,0,7.24%,,
538,0,3.64%,,
539,0,12.60%,,
540,0,5.45%,,
541,0,5.05%,,
542,0,4.10%,,
543,0,2.25%,,
544,0,4.10%,,
545,0,2.88%,,
546,0,2.28%,,
547,0,13.91%,,
548,0,3.41%,,
549,0,2.52%,,
550,0,4.42%,,
551,0,0.07%,,
552,1,2.88%,,
553,0,1.84%,,
554,0,3.70%,,
555,0,2.62%,,
556,0,7.24%,,
557,0,3.77%,,
558,0,2.64%,,
559,0,9.13%,,
560,0,3.91%,,
561,0,1.04%,,
562,0,5.91%,,
563,0,1.68%,,
564,0,6.57%,,
565,0,3.39%,,
566,0,6.40%,,
567,0,0.22%,,
568,0,10.87%,,
569,0,5.05%,,
570,0,4.79%,,
571,0,4.84%,,
572,0,1.62%,,
573,0,0.63%,,
574,0,4.43%,,
575,0,4.47%,,
576,0,6.46%,,
577,0,7.24%,,
578,0,2.89%,,
579,0,2.25%,,
580,0,7.74%,,
581,0,3.91%,,
582,0,4.56%,,
583,0,6.57%,,
584,0,4.47%,,
585,0,6.46%,,
586,1,5.94%,,
587,0,1.58%,,
588,0,3.36%,,
589,0,1.11%,,
590,0,8.21%,,
591,1,7.04%,,
592,0,1.97%,,
593,0,3.29%,,
594,0,2.14%,,
595,0,6.19%,,
596,0,3.13%,,
597,0,3.70%,,
598,1,13.91%,,
599,0,6.64%,,
600,0,7.32%,,
601,1,4.20%,,
602,0,7.53%,,
603,0,4.42%,,
604,1,6.57%,,
605,0,6.01%,,
606,0,14.81%,,
607,0,5.27%,,
608,0,4.10%,,
609,0,6.75%,,
610,0,7.89%,,
611,0,3.35%,,
612,0,3.05%,,
613,0,12.75%,,
614,0,5.40%,,
615,0,5.00%,,
616,0,10.54%,,
617,0,7.61%,,
618,0,4.43%,,
619,0,2.77%,,
620,0,1.62%,,
621,0,3.70%,,
622,0,1.95%,,
623,0,5.91%,,
624,0,5.45%,,
625,0,5.00%,,
626,0,3.93%,,
627,0,3.41%,,
628,0,5.40%,,
629,0,3.02%,,
630,0,4.10%,,
631,0,2.99%,,
632,0,5.42%,,
633,0,3.61%,,
634,0,3.70%,,
635,0,2.26%,,
636,0,5.94%,,
637,0,1.30%,,
638,0,2.88%,,
639,0,8.62%,,
640,0,0.68%,,
641,1,4.47%,,
642,0,6.46%,,
643,0,4.07%,,
644,0,2.14%,,
645,0,3.06%,,
646,0,0.92%,,
647,0,8.51%,,
648,0,9.82%,,
649,0,3.28%,,
650,0,4.79%,,
651,0,1.62%,,
652,0,1.09%,,
653,0,4.27%,,
654,1,2.07%,,
655,0,4.01%,,
656,0,4.01%,,
657,0,3.41%,,
658,0,1.37%,,
659,0,4.07%,,
660,0,0.83%,,
661,0,0.34%,,
662,0,22.16%,,
663,0,3.95%,,
664,0,6.98%,,
665,0,3.25%,,
666,0,5.05%,,
667,0,0.40%,,
668,0,3.05%,,
669,0,4.09%,,
670,0,2.49%,,
671,0,3.41%,,
672,0,1.95%,,
673,0,0.07%,,
674,0,5.48%,,
675,1,5.45%,,
676,0,0.24%,,
677,0,5.42%,,
678,0,1.95%,,
679,0,2.28%,,
680,0,1.15%,,
681,0,3.26%,,
682,0,0.33%,,
683,0,0.07%,,
684,0,3.70%,,
685,0,0.67%,,
686,0,6.97%,,
687,0,3.25%,,
688,0,3.70%,,
689,0,2.15%,,
690,0,8.51%,,
691,0,10.77%,,
692,0,1.15%,,
693,0,3.00%,,
694,0,12.05%,,
695,0,4.51%,,
696,0,0.44%,,
697,1,0.58%,,
698,0,0.67%,,
699,0,4.32%,,
700,0,2.75%,,
701,0,8.32%,,
702,0,4.70%,,
703,0,5.28%,,
704,0,9.60%,,
705,0,11.00%,,
706,0,2.89%,,
707,0,5.88%,,
708,0,4.42%,,
709,0,3.59%,,
710,0,5.40%,,
711,0,0.64%,,
712,0,4.87%,,
713,0,8.51%,,
714,0,3.69%,,
715,0,7.24%,,
716,0,1.72%,,
717,1,10.28%,,
718,0,3.42%,,
719,0,1.62%,,
720,0,0.88%,,
721,0,1.87%,,
722,1,8.51%,,
723,1,3.81%,,
724,0,5.95%,,
725,0,7.24%,,
726,0,7.79%,,
727,1,3.70%,,
728,0,3.00%,,
729,0,7.95%,,
730,0,3.70%,,
731,0,3.53%,,
732,0,7.74%,,
733,0,2.73%,,
734,0,6.36%,,
735,0,3.29%,,
736,0,1.95%,,
737,0,4.09%,,
738,0,3.06%,,
739,0,1.77%,,
740,0,1.31%,,
741,0,0.58%,,
742,0,0.77%,,
743,0,5.49%,,
744,0,1.28%,,
745,0,1.09%,,
746,0,2.47%,,
747,0,3.29%,,
748,0,1.30%,,
749,0,8.51%,,
750,0,0.34%,,
751,0,1.63%,,
752,0,5.55%,,
753,0,4.14%,,
754,0,1.37%,,
755,0,1.95%,,
756,0,4.04%,,
757,0,2.20%,,
758,0,11.70%,,
759,0,4.44%,,
760,0,8.18%,,
761,0,4.43%,,
762,0,4.79%,,
763,0,5.85%,,
764,1,6.39%,,
765,0,1.57%,,
766,0,5.05%,,
767,0,3.73%,,
768,0,5.45%,,
769,0,3.02%,,
770,0,7.83%,,
771,0,2.07%,,
772,0,8.95%,,
773,0,0.55%,,
774,0,5.00%,,
775,0,2.22%,,
776,0,1.66%,,
777,0,3.00%,,
778,0,6.18%,,
779,0,3.70%,,
780,0,4.43%,,
781,1,7.24%,,
782,0,4.43%,,
783,0,1.50%,,
784,0,2.07%,,
785,0,3.48%,,
786,0,5.14%,,
787,0,3.41%,,
788,0,7.81%,,
789,0,4.91%,,
790,0,7.19%,,
791,0,4.27%,,
792,0,3.49%,,
793,0,6.57%,,
794,0,3.77%,,
795,0,0.47%,,
796,0,0.87%,,
797,0,3.00%,,
798,0,5.49%,,
799,0,2.89%,,
800,0,12.05%,,
801,0,5.27%,,
802,1,5.66%,,
803,0,5.69%,,
804,0,2.73%,,
805,0,6.40%,,
806,0,3.41%,,
807,0,3.41%,,
808,0,2.47%,,
809,1,9.24%,,
810,0,3.91%,,
811,0,3.70%,,
812,0,11.00%,,
813,0,4.43%,,
814,0,6.91%,,
815,0,5.48%,,
816,0,6.98%,,
817,0,5.99%,,
818,0,4.47%,,
819,0,4.09%,,
820,0,11.00%,,
821,0,1.58%,,
822,0,1.60%,,
823,0,2.25%,,
824,0,1.36%,,
825,0,4.48%,,
826,0,5.05%,,
827,0,12.75%,,
828,0,6.45%,,
829,1,3.14%,,
830,0,5.45%,,
831,0,1.95%,,
832,0,1.95%,,
833,0,1.77%,,
834,0,5.99%,,
835,0,6.97%,,
836,0,13.92%,,
837,0,4.03%,,
838,0,7.74%,,
839,0,1.87%,,
840,0,4.47%,,
841,0,11.52%,,
842,0,7.32%,,
843,0,9.13%,,
844,0,5.69%,,
845,0,9.51%,,
846,0,8.28%,,
847,0,1.68%,,
848,0,2.88%,,
849,0,0.41%,,
850,0,4.32%,,
851,0,6.36%,,
852,0,8.51%,,
853,1,5.94%,,
854,0,2.39%,,
855,0,4.43%,,
856,1,13.60%,,
857,0,3.41%,,
858,0,3.27%,,
859,0,5.00%,,
860,0,8.39%,,
861,0,8.51%,,
862,0,3.48%,,
863,0,8.51%,,
864,0,6.46%,,
865,0,9.13%,,
866,0,5.27%,,
867,0,0.33%,,
868,0,2.55%,,
869,0,6.40%,,
870,0,3.33%,,
871,0,5.95%,,
872,0,3.45%,,
873,0,10.03%,,
874,0,8.51%,,
875,0,4.79%,,
876,0,5.05%,,
877,0,4.79%,,
878,0,6.01%,,
879,0,16.15%,,
880,0,5.00%,,
881,0,6.40%,,
882,0,2.25%,,
883,0,7.74%,,
884,0,1.04%,,
885,0,2.58%,,
886,0,4.79%,,
887,0,12.75%,,
888,0,3.70%,,
889,0,9.69%,,
890,1,6.98%,,
891,0,5.40%,,
892,0,0.76%,,
893,0,4.47%,,
894,0,6.97%,,
895,0,9.89%,,
896,0,4.10%,,
897,0,2.99%,,
898,0,2.58%,,
899,0,0.98%,,
900,0,5.94%,,
901,0,2.83%,,
902,0,1.87%,,
903,0,2.16%,,
904,0,4.00%,,
905,0,5.24%,,
906,0,7.14%,,
907,0,2.39%,,
908,0,10.15%,,
909,0,1.95%,,
910,0,1.62%,,
911,0,4.65%,,
912,0,5.00%,,
913,0,3.95%,,
914,0,4.47%,,
915,0,5.51%,,
916,0,4.09%,,
917,0,2.07%,,
918,0,1.99%,,
919,0,7.24%,,
920,0,3.70%,,
921,0,3.53%,,
922,0,9.36%,,
923,1,10.15%,,
924,0,5.99%,,
925,0,2.07%,,
926,0,11.70%,,
927,0,2.28%,,
928,0,4.79%,,
929,0,3.70%,,
930,0,0.85%,,
931,0,4.84%,,
932,0,7.24%,,
933,0,1.77%,,
934,0,7.24%,,
935,0,5.45%,,
936,0,3.01%,,
937,0,0.59%,,
938,0,17.46%,,
939,0,2.52%,,
940,0,3.42%,,
941,0,2.25%,,
942,0,5.00%,,
943,0,2.18%,,
944,1,10.91%,,
945,0,4.32%,,
946,0,3.26%,,
947,0,3.69%,,
948,0,9.13%,,
949,0,2.17%,,
950,0,2.39%,,
951,0,4.03%,,
952,0,6.07%,,
953,0,0.55%,,
954,0,6.40%,,
955,0,3.70%,,
956,0,5.40%,,
957,0,1.62%,,
958,0,6.40%,,
959,0,6.62%,,
960,0,5.94%,,
961,0,0.22%,,
962,0,6.46%,,
963,0,2.99%,,
964,0,1.77%,,
965,0,2.77%,,
966,0,7.08%,,
967,0,1.36%,,
968,1,7.24%,,
969,0,4.51%,,
970,0,1.96%,,
971,0,5.44%,,
972,0,13.91%,,
973,0,0.60%,,
974,1,5.11%,,
975,0,0.54%,,
976,0,12.05%,,
977,0,1.09%,,
978,0,2.25%,,
979,0,7.61%,,
980,0,2.99%,,
981,0,2.98%,,
982,0,1.95%,,
983,0,2.53%,,
984,1,3.73%,,
985,0,3.00%,,
986,0,0.89%,,
987,0,5.94%,,
988,0,1.45%,,
989,0,1.87%,,
990,0,7.24%,,
991,0,5.85%,,
992,0,0.44%,,
993,0,4.86%,,
994,0,7.79%,,
995,0,1.77%,,
996,0,4.86%,,
997,0,2.48%,,
998,0,9.82%,,
999,0,12.75%,,
1000,0,8.35%,,
1001,0,4.56%,,
1002,0,10.15%,,
1003,0,10.91%,,
1004,0,2.46%,,
1005,0,4.13%,,
1006,0,0.47%,,
1007,0,7.70%,,
1008,0,6.01%,,
1009,0,6.97%,,
1010,0,4.57%,,
1011,0,5.45%,,
1012,0,0.43%,,
1013,0,1.68%,,
1014,0,1.87%,,
1015,0,1.60%,,
1016,0,5.44%,,
1017,0,2.07%,,
1018,0,2.07%,,
1019,0,1.11%,,
1020,0,6.31%,,
1021,0,5.94%,,
1022,0,2.50%,,
1023,0,0.33%,,
1024,0,3.45%,,
1025,0,5.00%,,
1026,0,5.49%,,
1027,0,3.00%,,
1028,0,8.39%,,
1029,0,7.24%,,
1030,0,10.87%,,
1031,0,4.01%,,
1032,0,1.69%,,
1033,0,3.61%,,
1034,0,2.63%,,
1035,0,5.74%,,
1036,0,1.45%,,
1037,0,5.79%,,
1038,0,3.28%,,
1039,0,5.44%,,
1040,0,8.62%,,
1041,0,3.70%,,
1042,0,1.45%,,
1043,0,15.80%,,
1044,0,7.37%,,
1045,0,3.25%,,
1046,0,4.51%,,
1047,0,0.33%,,
1048,1,3.77%,,
1049,0,1.17%,,
1050,0,1.95%,,
1051,0,1.11%,,
1052,0,2.22%,,
1053,0,8.51%,,
1054,1,5.99%,,
1055,0,4.32%,,
1056,0,5.00%,,
1057,0,3.00%,,
1058,0,7.24%,,
1059,0,5.00%,,
1060,0,3.76%,,
1061,0,5.65%,,
1062,0,13.60%,,
1063,0,1.68%,,
1064,0,5.99%,,
1065,0,2.47%,,
1066,0,3.61%,,
1067,1,9.81%,,
1068,0,1.37%,,
1069,0,4.07%,,
1070,1,5.27%,,
1071,0,1.58%,,
1072,0,2.16%,,
1073,0,10.06%,,
1074,0,4.10%,,
1075,0,4.66%,,
1076,0,3.00%,,
1077,0,5.99%,,
1078,1,7.79%,,
1079,0,3.81%,,
1080,0,5.05%,,
1081,1,7.24%,,
1082,1,6.57%,,
1083,0,1.11%,,
1084,0,9.13%,,
1085,0,2.74%,,
1086,1,5.00%,,
1087,0,5.94%,,
1088,0,8.32%,,
1089,0,3.12%,,
1090,0,5.99%,,
1091,0,0.55%,,
1092,0,3.48%,,
1093,0,0.55%,,
1094,0,8.51%,,
1095,0,12.75%,,
1096,0,8.51%,,
1097,0,0.64%,,
1098,0,3.13%,,
1099,0,12.30%,,
1100,0,1.80%,,
1101,1,4.85%,,
1102,0,8.21%,,
1103,0,10.03%,,
1104,0,4.09%,,
1105,0,2.25%,,
1106,0,4.39%,,
1107,0,4.93%,,
1108,0,2.14%,,
1109,0,2.47%,,
1110,0,6.75%,,
1111,0,2.47%,,
1112,0,7.61%,,
1113,0,0.56%,,
1114,0,6.57%,,
1115,0,5.95%,,
1116,0,3.81%,,
1117,0,10.91%,,
1118,0,2.99%,,
1119,0,6.40%,,
1120,0,3.70%,,
1121,0,8.51%,,
1122,0,4.83%,,
1123,0,2.99%,,
1124,0,1.87%,,
1125,0,2.33%,,
1126,0,6.57%,,
1127,0,8.39%,,
1128,0,1.87%,,
1129,0,5.94%,,
1130,0,3.42%,,
1131,0,1.45%,,
1132,0,3.28%,,
1133,0,2.48%,,
1134,0,4.79%,,
1135,0,10.03%,,
1136,0,1.59%,,
1137,0,5.34%,,
1138,0,5.91%,,
1139,0,0.87%,,
1140,0,8.51%,,
1141,0,7.13%,,
1142,0,0.69%,,
1143,0,1.77%,,
1144,0,0.87%,,
1145,0,1.68%,,
1146,0,6.46%,,
1147,0,0.89%,,
1148,0,2.07%,,
1149,0,5.00%,,
1150,0,2.37%,,
1151,1,12.90%,,
1152,0,1.04%,,
1153,0,1.62%,,
1154,0,4.47%,,
1155,0,6.45%,,
1156,0,2.68%,,
1157,0,4.57%,,
1158,0,0.33%,,
1159,0,8.49%,,
1160,0,4.47%,,
1161,0,5.94%,,
1162,0,3.81%,,
1163,0,6.40%,,
1164,0,5.48%,,
1165,0,0.22%,,
1166,0,3.00%,,
1167,0,3.77%,,
1168,0,3.70%,,
1169,0,5.90%,,
1170,0,3.81%,,
1171,0,6.40%,,
1172,0,0.25%,,
1173,0,7.24%,,
1174,0,3.41%,,
1175,1,7.08%,,
1176,0,3.77%,,
1177,0,3.45%,,
1178,0,4.43%,,
1179,0,7.23%,,
1180,0,3.42%,,
1181,0,5.99%,,
1182,0,0.93%,,
1183,0,6.57%,,
1184,0,5.14%,,
1185,0,2.88%,,
1186,0,15.97%,,
1187,0,4.87%,,
1188,0,6.96%,,
1189,0,4.79%,,
1190,0,0.59%,,
1191,0,7.24%,,
1192,0,2.22%,,
1193,0,4.43%,,
1194,0,5.00%,,
1195,1,6.24%,,
1196,0,2.99%,,
1197,0,9.36%,,
1198,0,22.16%,,
1199,0,5.45%,,
1200,0,1.30%,,
1201,0,6.64%,,
1202,0,4.09%,,
1203,0,2.89%,,
1204,0,7.08%,,
1205,0,8.32%,,
1206,0,1.99%,,
1207,0,4.65%,,
1208,0,7.32%,,
1209,0,9.36%,,
1210,0,1.87%,,
1211,0,3.61%,,
1212,0,3.71%,,
1213,0,1.50%,,
1214,0,5.00%,,
1215,0,5.42%,,
1216,0,1.66%,,
1217,0,5.00%,,
1218,0,2.74%,,
1219,0,9.16%,,
1220,1,13.58%,,
1221,0,7.04%,,
1222,0,6.50%,,
1223,0,1.28%,,
1224,0,3.13%,,
1225,0,0.47%,,
1226,0,1.88%,,
1227,0,2.29%,,
1228,0,5.40%,,
1229,0,3.49%,,
1230,0,0.33%,,
1231,0,6.45%,,
1232,0,6.46%,,
1233,0,4.28%,,
1234,0,4.43%,,
1235,0,0.69%,,
1236,0,2.25%,,
1237,0,0.92%,,
1238,0,1.11%,,
1239,0,1.31%,,
1240,0,1.45%,,
1241,0,1.11%,,
1242,0,11.00%,,
1243,0,4.82%,,
1244,0,5.11%,,
1245,0,4.07%,,
1246,0,3.42%,,
